Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Dell,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,13.3,2560x1440,10.7,2.51,Windows,1424.14
Acer,Intel i3,4,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,10.1,1.52,FreeDOS,960.0
Razer,Intel i5,32,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,8.3,1.21,Windows,2032.69
Apple,Intel i7,32,2TB SSD,Integrated,17.3,1920x1080,7.3,3.01,Windows,2204.43
Acer,Intel i3,64,256GB SSD,Nvidia RTX 3060,15.6,1920x1080,9.6,1.22,macOS,2094.87
Acer,Intel i3,64,1TB HDD,Integrated,14.0,2560x1440,4.6,3.2,Windows,1371.27
Razer,AMD Ryzen 7,64,1TB SSD,Nvidia RTX 3060,13.3,1920x1080,7.0,1.37,macOS,4097.29
MSI,Intel i7,16,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,9.9,2.91,Windows,1844.99
Asus,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 3080,17.3,1920x1080,8.9,3.15,Linux,1839.97
Apple,Intel i7,32,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,11.8,1.51,Linux,3444.97
Dell,Intel i7,32,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,8.9,1.58,FreeDOS,3512.41
Razer,Intel i9,64,1TB SSD,Integrated,13.3,2560x1440,5.0,3.41,FreeDOS,4449.09
Lenovo,Intel i5,64,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,11.8,2.16,Windows,4063.59
Microsoft,Intel i5,16,2TB SSD,Integrated,14.0,1920x1080,9.6,1.36,macOS,750.82
Dell,Intel i7,32,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.7,1.22,macOS,2732.66
HP,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,7.2,2.72,macOS,1214.8
Asus,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,17.3,1366x768,5.6,1.25,Linux,1933.74
Apple,Intel i5,16,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,6.2,1.43,Windows,3224.03
Microsoft,AMD Ryzen 3,32,1TB SSD,Nvidia RTX 3080,17.3,1920x1080,6.0,1.54,Windows,1592.7
Acer,Intel i3,4,1TB HDD,Integrated,16.0,2560x1440,4.5,1.64,macOS,576.83
Samsung,Intel i7,64,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,7.5,1.22,Windows,4143.67
Lenovo,Intel i3,64,1TB SSD,AMD Radeon RX 6600,16.0,1366x768,7.6,3.48,FreeDOS,1844.41
MSI,Intel i5,16,256GB SSD,AMD Radeon RX 6600,13.3,1366x768,4.9,3.27,macOS,1227.51
Asus,Intel i5,8,2TB SSD,AMD Radeon RX 6600,16.0,1366x768,5.7,3.27,Windows,998.84
Asus,Intel i5,8,256GB SSD,Nvidia RTX 3060,17.3,3840x2160,9.9,1.7,Windows,1833.47
Dell,AMD Ryzen 7,64,256GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.4,2.32,macOS,3387.56
Microsoft,Intel i3,32,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,7.4,1.43,Windows,2245.66
Razer,AMD Ryzen 5,4,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,11.6,2.71,Windows,1479.95
Dell,AMD Ryzen 7,16,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,10.9,1.63,Windows,1519.29
Samsung,Intel i5,16,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,7.0,2.94,macOS,1645.49
Lenovo,AMD Ryzen 7,64,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,9.4,1.72,FreeDOS,3844.4
Dell,Intel i3,8,512GB SSD,Integrated,13.3,3840x2160,4.3,1.36,FreeDOS,988.08
Microsoft,AMD Ryzen 5,4,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,10.1,1.33,macOS,1592.22
Microsoft,Intel i7,64,256GB SSD,AMD Radeon RX 6800,14.0,2560x1440,8.7,3.28,Linux,3673.78
Razer,AMD Ryzen 7,8,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,11.0,2.58,Linux,2324.67
Acer,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,8.4,2.51,macOS,1157.13
Asus,AMD Ryzen 7,4,256GB SSD,Integrated,16.0,1920x1080,6.7,2.34,macOS,749.09
Razer,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 3080,16.0,1920x1080,11.6,1.27,FreeDOS,2558.14
MSI,Intel i3,8,512GB SSD,Integrated,14.0,1366x768,9.2,2.12,FreeDOS,719.02
Acer,AMD Ryzen 5,64,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,6.1,3.28,macOS,2590.12
Apple,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,7.8,3.41,Windows,1010.73
Apple,Intel i3,16,1TB SSD,Nvidia GTX 1650,16.0,1920x1080,4.2,3.41,FreeDOS,1559.26
Asus,Intel i5,4,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,5.6,1.26,Windows,783.22
Razer,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,5.8,3.43,macOS,3070.21
Samsung,Intel i9,8,512GB SSD,Nvidia RTX 3080,14.0,3840x2160,10.3,2.54,Windows,2620.45
Microsoft,Intel i3,8,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,4.5,2.95,Linux,1453.02
MSI,AMD Ryzen 3,32,2TB SSD,Nvidia GTX 1650,16.0,1366x768,7.9,2.6,macOS,1474.57
Razer,Intel i9,4,1TB HDD,Integrated,17.3,2560x1440,10.2,1.98,Linux,1710.67
Dell,Intel i5,32,1TB SSD,Integrated,13.3,1920x1080,8.7,1.6,FreeDOS,1081.83
Dell,Intel i3,8,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,4.3,3.3,Linux,681.26
Dell,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,9.5,1.47,Linux,3763.63
Apple,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,6.3,1.33,FreeDOS,2551.98
HP,Intel i5,32,1TB SSD,AMD Radeon RX 6800,16.0,3840x2160,7.1,3.28,macOS,3044.62
Microsoft,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3060,15.6,1366x768,11.5,2.08,macOS,1494.52
HP,AMD Ryzen 5,16,2TB SSD,AMD Radeon RX 6800,16.0,2560x1440,11.0,2.69,FreeDOS,1791.38
Apple,Intel i9,16,512GB SSD,Nvidia GTX 1650,17.3,1366x768,5.6,2.37,Windows,2705.31
Asus,Intel i5,32,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,6.4,1.59,macOS,2193.91
Microsoft,AMD Ryzen 5,32,1TB SSD,Integrated,17.3,2560x1440,8.8,1.63,Linux,1481.24
Razer,AMD Ryzen 5,32,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,7.5,2.44,macOS,2964.84
Samsung,AMD Ryzen 9,16,256GB SSD,AMD Radeon RX 6800,14.0,2560x1440,6.6,1.35,Linux,2516.91
Microsoft,Intel i5,16,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,6.0,2.84,FreeDOS,1071.44
Dell,AMD Ryzen 9,4,256GB SSD,Nvidia RTX 2060,13.3,3840x2160,10.6,3.48,macOS,2504.64
Dell,Intel i5,32,1TB HDD,AMD Radeon RX 6600,15.6,2560x1440,5.1,1.81,Windows,1940.94
HP,Intel i3,32,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,10.5,2.91,Windows,1480.72
Apple,Intel i7,4,256GB SSD,Nvidia GTX 1650,14.0,2560x1440,5.7,3.13,FreeDOS,2072.58
Asus,Intel i3,8,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,5.7,2.38,Linux,1265.16
Razer,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6600,14.0,1366x768,6.3,2.82,Windows,2930.77
Razer,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 3080,17.3,1920x1080,12.0,3.45,Linux,1572.02
Microsoft,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 3080,16.0,1920x1080,6.3,1.66,Linux,971.66
Apple,AMD Ryzen 3,16,1TB HDD,Nvidia GTX 1650,13.3,1920x1080,4.5,2.64,Windows,1123.91
Apple,AMD Ryzen 7,64,2TB SSD,Nvidia GTX 1650,13.3,3840x2160,7.4,2.75,FreeDOS,7212.64
Asus,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,10.4,2.77,FreeDOS,3719.58
HP,Intel i5,4,512GB SSD,Nvidia RTX 2060,17.3,1366x768,6.3,1.87,macOS,833.62
MSI,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,13.3,3840x2160,10.6,1.77,Windows,2084.52
Apple,Intel i7,8,1TB SSD,Nvidia RTX 3060,17.3,1366x768,6.4,2.25,FreeDOS,1710.53
Dell,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3080,17.3,1920x1080,4.3,1.57,FreeDOS,1812.45
Samsung,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,8.9,2.93,macOS,2189.92
Apple,AMD Ryzen 3,8,512GB SSD,Integrated,15.6,3840x2160,11.6,2.46,FreeDOS,1419.48
Razer,Intel i7,32,1TB SSD,Nvidia GTX 1650,17.3,1366x768,5.2,3.19,FreeDOS,2683.19
MSI,Intel i3,16,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,8.4,2.52,FreeDOS,1304.72
Lenovo,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,6.2,2.98,Linux,1059.62
Apple,Intel i3,64,256GB SSD,Integrated,13.3,1366x768,7.3,3.22,Linux,1644.58
Razer,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,11.4,2.5,macOS,2392.32
Dell,Intel i9,16,256GB SSD,Nvidia RTX 3060,17.3,3840x2160,8.5,1.38,FreeDOS,3619.35
Samsung,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3080,16.0,1366x768,8.8,1.28,Linux,1069.57
Microsoft,Intel i5,64,512GB SSD,AMD Radeon RX 6800,13.3,2560x1440,6.1,1.6,macOS,2891.56
Microsoft,AMD Ryzen 7,64,1TB HDD,Integrated,13.3,2560x1440,6.2,1.97,FreeDOS,2158.74
Acer,Intel i3,64,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,8.2,1.94,FreeDOS,1921.28
Apple,AMD Ryzen 5,4,512GB SSD,AMD Radeon RX 6600,14.0,3840x2160,7.6,1.86,macOS,2122.45
Acer,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,10.8,1.76,macOS,741.47
Microsoft,Intel i3,64,512GB SSD,Integrated,13.3,2560x1440,8.9,2.12,Linux,1771.56
Asus,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,11.5,2.17,Linux,1416.92
Asus,AMD Ryzen 7,8,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,7.7,1.59,FreeDOS,2104.79
Apple,Intel i3,16,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,9.0,1.9,Linux,2059.67
Microsoft,Intel i3,4,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,4.3,2.61,Linux,1324.61
Acer,AMD Ryzen 3,32,256GB SSD,AMD Radeon RX 6800,13.3,1366x768,4.4,1.21,Windows,1197.38
Razer,Intel i7,32,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,9.9,2.03,Linux,4636.18
Samsung,Intel i5,64,256GB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.5,1.71,macOS,4287.77
Microsoft,AMD Ryzen 7,8,2TB SSD,Nvidia RTX 3080,15.6,2560x1440,8.7,3.14,macOS,1681.71
Samsung,AMD Ryzen 5,64,2TB SSD,AMD Radeon RX 6600,15.6,2560x1440,11.2,2.18,Linux,3234.0
Lenovo,Intel i3,64,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,11.0,1.84,macOS,3577.34
HP,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,6.2,3.28,FreeDOS,1169.12
MSI,Intel i9,8,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,4.6,3.4,Windows,3912.86
Samsung,AMD Ryzen 3,8,512GB SSD,Nvidia RTX 3060,17.3,1366x768,8.4,1.82,Linux,784.17
Microsoft,Intel i9,32,1TB SSD,Nvidia RTX 3060,14.0,2560x1440,7.2,1.8,FreeDOS,3407.08
HP,Intel i9,16,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,11.4,1.59,FreeDOS,2152.76
Lenovo,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,15.6,2560x1440,5.1,1.48,FreeDOS,1760.98
Acer,Intel i3,16,2TB SSD,Nvidia RTX 3080,14.0,1366x768,10.1,2.59,Windows,832.67
Dell,AMD Ryzen 7,8,1TB HDD,Nvidia GTX 1650,13.3,1366x768,4.7,1.62,Linux,879.0
Samsung,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,5.2,1.38,macOS,573.43
Microsoft,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6600,14.0,1920x1080,4.0,1.67,Windows,1214.53
MSI,AMD Ryzen 7,8,512GB SSD,Integrated,13.3,3840x2160,8.4,1.78,Linux,1778.18
Razer,Intel i7,4,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,11.8,3.05,Linux,2506.92
MSI,AMD Ryzen 7,4,256GB SSD,Nvidia RTX 3080,13.3,1366x768,6.6,1.27,Linux,1150.43
HP,AMD Ryzen 9,8,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,8.4,1.88,FreeDOS,1930.18
Lenovo,Intel i3,8,1TB HDD,Nvidia RTX 3060,17.3,3840x2160,10.6,2.93,Windows,1309.56
HP,AMD Ryzen 7,16,512GB SSD,Nvidia RTX 3060,15.6,1366x768,6.4,1.56,Windows,1341.23
Acer,Intel i7,8,2TB SSD,Integrated,17.3,2560x1440,8.7,3.23,Linux,1019.05
Apple,AMD Ryzen 9,32,256GB SSD,Integrated,16.0,2560x1440,11.9,2.98,Windows,3757.08
Samsung,AMD Ryzen 9,64,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,5.2,2.13,FreeDOS,4177.19
Asus,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 2060,17.3,1920x1080,7.5,3.44,FreeDOS,1076.5
Acer,AMD Ryzen 7,64,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,11.8,1.26,macOS,4788.39
Asus,AMD Ryzen 5,32,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,8.9,2.79,FreeDOS,1883.75
Lenovo,Intel i9,64,256GB SSD,Nvidia RTX 2060,16.0,1366x768,11.3,1.22,Windows,3724.87
Microsoft,Intel i3,64,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,11.0,1.7,FreeDOS,2640.27
Razer,Intel i3,8,1TB SSD,Nvidia RTX 2060,16.0,3840x2160,4.3,2.2,Windows,2035.65
Asus,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,7.1,3.07,FreeDOS,1081.46
Samsung,Intel i9,4,256GB SSD,Nvidia RTX 3060,14.0,2560x1440,9.0,2.47,FreeDOS,1949.72
HP,Intel i3,16,512GB SSD,AMD Radeon RX 6800,16.0,1366x768,11.1,2.11,FreeDOS,1060.99
HP,Intel i3,8,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,5.5,2.0,Windows,843.43
Microsoft,AMD Ryzen 5,32,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,6.8,2.34,Linux,2188.87
HP,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 3080,13.3,1366x768,8.6,2.9,Linux,1541.37
Razer,Intel i5,16,256GB SSD,Integrated,15.6,2560x1440,8.4,2.62,FreeDOS,1654.69
Lenovo,Intel i5,4,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,5.3,3.42,FreeDOS,1692.96
Apple,Intel i9,32,1TB HDD,Nvidia RTX 3060,17.3,1366x768,5.9,1.85,macOS,3009.84
Samsung,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,14.0,2560x1440,4.9,1.36,macOS,1801.15
Lenovo,AMD Ryzen 3,64,2TB SSD,Nvidia RTX 2060,15.6,3840x2160,11.5,3.4,macOS,3682.34
Lenovo,Intel i5,16,1TB HDD,Nvidia RTX 3060,17.3,1366x768,6.8,2.08,Linux,814.88
Apple,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6800,16.0,3840x2160,5.0,2.33,Linux,5278.83
Acer,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6600,16.0,1366x768,10.3,1.39,Linux,2193.26
Asus,AMD Ryzen 9,64,2TB SSD,Nvidia RTX 3060,17.3,1920x1080,7.4,1.94,Windows,4471.94
Razer,AMD Ryzen 7,32,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,10.0,3.12,macOS,4445.51
HP,Intel i7,32,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,10.7,1.6,FreeDOS,2703.15
Acer,AMD Ryzen 9,16,1TB SSD,Nvidia GTX 1650,16.0,1920x1080,6.3,2.93,Windows,2114.45
Samsung,Intel i9,32,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,9.9,3.25,Linux,2523.44
Microsoft,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,10.9,2.65,Linux,2569.68
Asus,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 3060,16.0,1920x1080,5.8,3.21,FreeDOS,1746.14
Asus,AMD Ryzen 9,8,1TB SSD,Integrated,14.0,1920x1080,11.0,1.99,Windows,1278.01
Razer,AMD Ryzen 7,32,256GB SSD,Nvidia GTX 1650,15.6,3840x2160,10.3,1.97,macOS,4905.22
HP,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,4.4,2.12,Windows,1233.23
Microsoft,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,15.6,3840x2160,9.5,2.97,macOS,1947.81
Lenovo,AMD Ryzen 7,32,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,10.2,2.97,Windows,2595.52
Razer,Intel i9,4,1TB HDD,AMD Radeon RX 6600,17.3,1920x1080,11.8,2.55,Windows,2064.61
Acer,Intel i5,16,256GB SSD,Nvidia RTX 3080,17.3,1366x768,6.2,2.82,Linux,1035.3
Microsoft,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 3060,16.0,1366x768,10.0,2.36,macOS,663.21
Microsoft,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,5.9,3.04,Linux,1760.11
Acer,AMD Ryzen 9,8,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,8.1,3.25,FreeDOS,1978.89
Acer,AMD Ryzen 3,16,512GB SSD,Integrated,15.6,1920x1080,10.9,2.02,Windows,629.96
Acer,AMD Ryzen 9,32,256GB SSD,Nvidia GTX 1650,15.6,3840x2160,7.9,3.42,Linux,4786.75
HP,AMD Ryzen 9,4,256GB SSD,Integrated,16.0,1920x1080,7.1,2.91,Windows,1062.25
Microsoft,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 2060,17.3,1366x768,10.4,2.0,Linux,3563.86
Lenovo,Intel i7,32,1TB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.0,1.39,FreeDOS,2672.98
Lenovo,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 2060,13.3,1920x1080,10.2,2.11,macOS,790.86
Microsoft,AMD Ryzen 7,64,2TB SSD,Integrated,13.3,1366x768,4.9,3.03,Linux,1726.62
Apple,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,11.9,2.26,Linux,4633.86
Microsoft,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,17.3,1366x768,5.1,1.62,Windows,2042.86
Lenovo,Intel i3,32,256GB SSD,Nvidia RTX 3080,17.3,2560x1440,7.5,2.59,Linux,1937.57
HP,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,6.3,2.89,macOS,1495.28
HP,AMD Ryzen 7,16,1TB HDD,AMD Radeon RX 6600,17.3,1920x1080,10.9,3.32,macOS,1388.44
Samsung,Intel i7,16,256GB SSD,AMD Radeon RX 6800,15.6,1366x768,8.0,2.62,Windows,1375.73
Apple,Intel i3,4,256GB SSD,Integrated,15.6,3840x2160,8.0,2.29,Windows,1424.08
Acer,Intel i9,32,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,5.6,1.8,Linux,2881.34
Asus,Intel i9,8,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,9.4,2.97,Windows,2853.63
Samsung,Intel i9,4,1TB SSD,Nvidia RTX 3080,14.0,1366x768,9.3,2.94,macOS,1196.02
Dell,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,6.1,3.01,FreeDOS,2318.46
Asus,AMD Ryzen 3,32,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,5.7,2.08,Linux,1555.34
HP,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 3060,14.0,1920x1080,5.5,2.37,FreeDOS,1500.1
Microsoft,AMD Ryzen 3,32,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,9.1,1.8,Windows,1270.61
MSI,Intel i5,4,2TB SSD,Nvidia RTX 2060,16.0,1366x768,6.0,1.89,Linux,957.87
HP,AMD Ryzen 5,8,1TB HDD,Nvidia RTX 2060,16.0,3840x2160,10.2,1.43,Windows,1480.52
Dell,Intel i7,4,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,7.5,3.04,Windows,1469.68
Razer,Intel i7,4,1TB HDD,Integrated,13.3,1366x768,8.5,3.18,Windows,709.21
HP,Intel i9,32,2TB SSD,Integrated,15.6,1366x768,6.1,3.5,Windows,1513.48
Samsung,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,4.4,2.14,macOS,1076.3
Asus,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,11.7,2.16,macOS,2234.94
HP,AMD Ryzen 3,64,512GB SSD,AMD Radeon RX 6600,15.6,1920x1080,6.5,2.68,Linux,2127.83
Dell,Intel i7,64,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,5.5,2.29,FreeDOS,3384.74
Samsung,Intel i5,64,1TB SSD,AMD Radeon RX 6800,13.3,2560x1440,8.1,1.59,Windows,3017.54
Razer,Intel i5,4,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,10.3,2.36,Windows,1391.67
Asus,Intel i7,64,256GB SSD,Nvidia RTX 2060,15.6,1366x768,9.7,3.46,Windows,2694.19
Apple,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,11.4,1.79,FreeDOS,4918.11
MSI,AMD Ryzen 9,4,1TB SSD,Nvidia GTX 1650,17.3,2560x1440,4.3,2.26,FreeDOS,2762.02
Samsung,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,11.3,1.34,macOS,2815.78
Microsoft,AMD Ryzen 7,32,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,10.9,1.42,macOS,1705.76
Razer,Intel i9,8,512GB SSD,Nvidia RTX 3080,13.3,2560x1440,5.8,1.67,Linux,2927.81
MSI,AMD Ryzen 3,16,1TB HDD,Integrated,16.0,2560x1440,10.2,3.32,FreeDOS,926.08
Apple,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,6.8,2.05,Linux,1723.12
Razer,Intel i5,64,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,10.9,1.65,Linux,3247.96
Microsoft,Intel i3,4,512GB SSD,Nvidia GTX 1650,16.0,3840x2160,5.2,3.35,Linux,1531.73
MSI,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,9.3,2.68,FreeDOS,1351.04
Dell,AMD Ryzen 9,16,256GB SSD,AMD Radeon RX 6600,16.0,1920x1080,5.6,1.42,macOS,2143.0
Lenovo,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3060,15.6,1920x1080,6.9,2.75,Linux,1245.92
MSI,AMD Ryzen 9,64,256GB SSD,Nvidia GTX 1650,16.0,2560x1440,5.9,1.53,Windows,7128.62
Acer,Intel i7,8,256GB SSD,Integrated,15.6,1366x768,6.2,2.22,macOS,937.21
MSI,Intel i3,32,1TB SSD,Nvidia GTX 1650,13.3,1366x768,8.9,2.75,Windows,1425.39
Razer,Intel i9,64,1TB HDD,Integrated,14.0,1366x768,4.5,2.97,FreeDOS,2513.62
Apple,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.6,3.07,Windows,2742.34
Dell,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,5.6,3.36,macOS,895.07
Microsoft,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 2060,13.3,1366x768,5.2,1.55,FreeDOS,1087.2
Samsung,AMD Ryzen 5,16,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,6.8,1.7,FreeDOS,1419.21
Dell,Intel i5,4,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,6.2,2.43,FreeDOS,702.67
Apple,Intel i9,64,512GB SSD,Nvidia GTX 1650,14.0,2560x1440,5.2,3.49,macOS,7418.86
Asus,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 3060,14.0,1920x1080,9.8,3.32,Windows,1255.64
Asus,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,7.1,2.7,FreeDOS,1930.47
MSI,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,4.9,2.94,FreeDOS,2700.14
Microsoft,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,14.0,1366x768,9.4,1.59,FreeDOS,1046.94
Razer,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,4.2,1.4,Windows,3193.18
MSI,Intel i5,64,1TB HDD,AMD Radeon RX 6600,13.3,1920x1080,11.6,2.05,macOS,2511.99
Razer,AMD Ryzen 3,64,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,8.2,2.26,macOS,2498.4
MSI,Intel i7,32,256GB SSD,Nvidia GTX 1650,13.3,2560x1440,7.5,2.91,FreeDOS,3108.11
HP,AMD Ryzen 3,8,1TB HDD,Integrated,15.6,1366x768,8.7,2.15,Linux,447.12
Acer,Intel i9,32,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,4.9,2.13,macOS,4291.4
Apple,AMD Ryzen 9,64,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.4,1.72,Windows,8020.55
Acer,AMD Ryzen 7,16,1TB SSD,AMD Radeon RX 6600,15.6,1920x1080,11.4,3.05,Linux,1734.32
Dell,Intel i5,32,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,5.0,1.37,macOS,1704.95
HP,Intel i7,64,512GB SSD,Integrated,15.6,1920x1080,5.0,2.8,Linux,2246.54
MSI,Intel i7,64,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,6.6,1.43,Windows,5693.68
Microsoft,AMD Ryzen 5,4,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,6.6,2.81,FreeDOS,1196.4
